latitude,longitude,farmland_area_m2,farmyard_area_m2,vineyard_area_m2
32.57031067739598,-6.240455678586556,146473977.07598257,0.0,0.0
33.142766342193106,-8.106784987237177,226951863.5233626,146153.720456302,0.0
33.50718790759607,-7.33993661378355,214256183.08316374,0.0,0.0
35.245242165293845,-5.2909693282717285,1466027.8534331871,0.0,0.0
34.04177887129805,-5.907753960776517,50628059.042729065,0.0,0.0
31.355042089920683,-8.135883499923409,6020564.562244682,175329.0207912047,0.0
32.72549499529792,-7.926502887897812,36192034.99564092,0.0,0.0
32.93599506991682,-8.063450299191743,60240120.96442721,0.0,0.0
32.99616455674907,-6.829559435719204,120693791.27249172,0.0,0.0
32.10688518420415,-6.464064858606208,0.0,0.0,0.0
32.10895868809325,-6.509500117436175,0.0,0.0,0.0
34.732840049428994,-2.811657398769739,108212922.97123665,2301634.6187149896,0.0
35.44589227760673,-5.408276877076048,130366.8738031746,0.0,0.0
32.32419782656871,-9.187815890890363,46767.20930084112,49471.98564901469,0.0
34.663013799847135,-2.9377919364485474,23570996.074500818,135046.76035881578,0.0
35.29897967297382,-5.492899558967337,0.0,0.0,0.0
31.64543494936368,-7.2611196789299,41941124.80494697,19384.141511779893,0.0
31.99385601164573,-4.460688370571687,21813795.032365613,0.0,0.0
34.16162509292388,-4.749205927711159,16163464.407198675,22824.88716337974,0.0
33.93798591691678,-6.749806051208053,100270450.08763364,0.0,78774.2700035772
35.640862538975114,-5.732615691261003,38399193.871156946,0.0,0.0
34.94162683281227,-5.839271212895993,1030.6615330004024,0.0,0.0
32.475698738106544,-7.638111317682956,0.0,0.0,0.0
35.08582820720631,-3.818961815435273,19436403.600563236,0.0,0.0
35.15477853510149,-6.08870338585234,8702155.41384261,0.0,0.0
31.665373245578955,-7.257572818430674,41941124.80494697,19384.141511779893,0.0
31.845924615428935,-7.078143398698728,0.0,0.0,0.0
33.46071743106484,-5.93088350486971,1854915.4136235954,5288.124718126774,0.0
33.50838534141053,-6.606380991389413,193876029.39707756,1645725.4644349706,0.0
33.97787128583144,-1.7342505291384218,0.0,128781.11634287359,0.0
34.03891278319853,-2.1580969499140106,14051137.730258916,311222.3757330538,0.0
33.12370293614184,-7.984514565694495,256507017.85947117,0.0,0.0
31.595199855888772,-7.624905492893959,2340798.0822130726,0.0,0.0
31.907645940907727,-8.206463770786174,180502074.2378245,0.0,0.0
31.814366400289305,-6.823280045437512,0.0,0.0,0.0
32.77864023376003,-6.569412946749877,31928002.236648735,0.0,0.0
31.46964662379288,-8.245402741742964,8080804.335051268,1024.7279356641573,0.0
34.821338653756136,-3.400238408775408,49817249.984194346,64101.35013136259,0.0
32.65752824063606,-6.393510577251163,189608505.7869433,53955.71368974322,0.0
33.51910036339115,-5.091620821843207,271527.54696709785,0.0,0.0
32.70885808962935,-4.1124578620405146,661326.4224732334,0.0,0.0
31.467637808138598,-4.879029730837261,6136022.491631224,0.0,0.0
31.1547603803874,-5.092018300603854,12045904.066405043,1981.4129841832287,0.0
32.31044855675572,-4.097055737232324,9470430.707904272,3011.332129497667,0.0
32.73162820617699,-2.5679115248967164,56061694.50492356,551260.8324169952,0.0
33.60470104901436,-2.913003267286683,0.0,135497.9217272481,0.0
31.463860320997167,-8.838741919004123,12864551.337688357,2339.366291744522,0.0
31.24636507308986,-9.623792667797145,232183.40235531164,0.0,0.0
34.290516031989505,-2.8639400210149693,35704568.2204359,74435.83284541931,0.0
33.10559692136105,-5.77495051485414,66407160.51465995,14144.576776294309,0.0
33.73360075916799,-6.967669495950305,103026675.99441507,0.0,0.0
33.82125646761205,-6.823499184139792,16212288.771562697,843781.5220899293,0.0
32.80896233164646,-6.385314442107642,0.0,0.0,0.0
35.75203372207879,-5.896456566617076,26727461.38537669,27109.3519817582,0.0
32.98891372239053,-6.548111588578761,31090109.750633787,0.0,0.0
32.91184233295756,-5.081933609848079,3752311.742087935,740.0871074196726,0.0
33.930793408089464,-4.678269992965624,177192884.74328473,33315.79664539809,0.0
34.11029526101776,-3.2376364295773774,2296044.685344987,101473.55735795107,0.0
33.089273582310106,-7.119347055022387,545819979.821882,0.0,0.0
35.66898405876758,-5.797211990141022,36083458.31611088,1263.0313284209444,0.0
35.694715706664624,-5.826045101200293,36083458.31611088,1263.0313284209444,0.0
35.68423685474726,-5.383520045713397,12796179.240303187,23899.55206683433,0.0
34.48827133635326,-6.412845438266173,185095451.40438268,0.0,0.0
34.019098895597715,-4.955454010394022,77851639.1704419,9425.479863027052,0.0
33.511670813057826,-5.087763109779528,271527.54696709785,0.0,0.0
34.459176179037684,-5.019725901329082,11574652.652447779,0.0,0.0
34.464518636725984,-4.887847987294549,2094509.724957296,0.0,0.0
31.911291107199066,-3.5114282815896436,281693.87736035266,0.0,0.0
34.932062830635395,-4.317233295879703,623542.4343884848,0.0,0.0
33.967350886134625,-4.970819136193996,67914513.19918148,15450.975418088403,45664.994095194794
34.564773081712644,-4.669511178098161,15551185.181400472,781115.0353199381,0.0
33.80114950714421,-4.88713984762569,27246342.891380295,0.0,0.0
35.53132868317243,-5.836236440758967,41068775.811844654,0.0,0.0
33.650837521834426,-4.96866291176377,8792560.311933316,0.0,0.0
35.01739840241464,-2.8762793454152984,91069809.39508152,490992.7051581026,0.0
34.59776463003379,-5.200080542682712,0.0,0.0,0.0
34.105068447151375,-5.319998377323032,6822312.318981384,0.0,0.0
34.46050649218101,-4.823694138673374,50529.38703115835,53714.38055293786,0.0
34.89881439726679,-2.2831103927301806,60976045.17809867,41393.58782750794,0.0
34.90034705067609,-2.273556784018127,60976045.17809867,41393.58782750794,0.0
34.20660255366517,-2.639546322804392,27850628.571768288,5333.351708015838,0.0
34.61023374908841,-4.573472015620836,0.0,0.0,0.0
34.015133613825455,-4.333518146644907,1592622.3302354484,0.0,0.0
34.63297966308124,-4.190384462672569,0.0,0.0,0.0
33.298879804559476,-6.51261501916764,31596708.798317514,4245.066807782802,0.0
32.693030239254256,-5.888613661790885,16049504.931229139,0.0,0.0
33.326017341927,-6.6885961980559605,82856774.3813542,43554.02609358742,0.0
31.96515407300234,-8.45053280794252,9211430.726828488,0.0,0.0
32.62268832380737,-6.1862453586361985,146473977.07598257,0.0,0.0
32.78381654799557,-6.26163732800012,2626662.9700549617,0.0,0.0
31.8217151591274,-8.611080442408308,0.0,0.0,0.0
35.10437010899357,-3.315294809207898,106570.32955489962,48821.08825068088,0.0
32.740646586071264,-1.987811734223954,24380.290746399303,254648.56472026662,0.0
32.4539274427974,-1.6946797089012764,56061694.50492356,551260.8324169952,0.0
33.34943267707654,-2.242056806276367,0.0,56495.01117542328,0.0
32.79207079643038,-4.767857937993198,10989051.674346207,5137.346146572192,0.0
35.69990293777062,-5.503271403252483,17993800.607279353,0.0,0.0
31.094680537077306,-9.6418569648269,0.0,0.0,0.0
33.20524250104068,-7.0997982506885355,328085587.5430786,0.0,0.0
33.574445863386075,-7.43466856580153,43530927.13675077,4985.878980241527,0.0
35.875565470670026,-5.484677853400057,11221677.934200138,0.0,0.0
31.189883887631574,-8.088312525702293,479901.46366508177,0.0,0.0
33.10548461762124,-7.345603971346064,550921168.7131069,0.0,0.0
33.02154911130252,-7.522478927959981,827462597.8319257,69158.3443637978,0.0
33.10662116283667,-7.464007703792333,856403527.1413515,129774.4397106173,0.0
31.18037562543498,-8.477115957335398,0.0,0.0,0.0
32.29896404155748,-7.11166104861826,0.0,0.0,0.0
33.76861160743983,-6.910770853292035,103026675.99441507,0.0,0.0
32.305015383553375,-6.346698372731511,20009225.302323014,0.0,0.0
32.336175180140614,-1.3456563229807441,6695331.342807921,391915.8661685582,0.0
32.58543201227762,-4.767840386824162,3298631.152837735,2619.2220722058682,0.0
30.809276681973593,-6.316497930634853,1493419.4586826917,46916.8002657718,0.0
33.15736048190087,-6.689817598802904,5394550.751147699,0.0,0.0
32.00248871997864,-8.816785107046881,0.0,0.0,0.0
30.912672861763383,-6.759905425195029,21961820.0464288,337528.2990097071,0.0
29.845994946409853,-9.494654353115664,3177787.682821353,0.0,0.0
30.67484895881262,-9.199414306125163,1126886.5016788195,0.0,0.0
30.190263059992503,-9.1715390198097,10813905.345145267,0.0,0.0
30.569466047120606,-9.285405879377663,5295925.103723449,0.0,0.0
30.482661868950217,-9.393639102362384,52141665.465442315,0.0,0.0
31.697737422344332,-5.9078214207218,2434087.091818323,0.0,0.0
30.69325765661569,-8.138256975378964,33777193.689945355,2904.590331414298,0.0
29.22330091370645,-9.713085053332406,0.0,81465.36436832529,0.0
29.229087485399358,-9.727958887592363,1644118.5933578426,0.0,0.0
30.667295490894453,-8.532194336199437,1625997.4598528394,0.0,0.0
30.734700918412962,-7.9802553108337415,3114180.929102593,11359.866785303087,0.0
30.761978895709664,-9.68562704525175,21603191.872319523,11726.530793150201,0.0
30.053815482898347,-9.128306499245411,256084.4778408611,0.0,0.0
28.41407895857724,-9.21738035581853,2253888.2797707985,0.0,0.0
29.454954243443748,-9.451942953704187,1080426.8238290888,0.0,0.0
30.62020959389793,-7.299080152426937,8538732.273209335,19730.835389950786,0.0
27.63748904238548,-12.054887640951733,17367.595896693303,0.0,0.0
28.310681864176836,-10.985235441862017,84618.10486339699,0.0,0.0
28.189957176682604,-11.086365130446156,84618.10486339699,0.0,0.0
33.60133655214035,-5.4264224341478675,21616811.165459387,78649.97286336061,0.0
